Na	K	Ca	Mg	C(4)	Alkalinity_CO3_2	S(6)_SO4_2	Cl	Fe	F	Si_SiO2	pH
3.745783441	3.330275729	4.210298096	0.752706769	20.21049376	4.524705451	0.978448777	3.417681242	0.049597776	0.029835846	5.007564223	5.444801326
0.525848186	0.377723999	16.22975677	0.15528183	20.82003445	3.103615377	0.430138912	0.315976611	0.01225471	0.115715506	4.223123217	6.573059181
6.365354576	0.59455041	2.546669163	2.228411002	16.62956616	3.74883724	0.35304465	0.662518336	0.228380172	0.370406796	13.52946192	8.431981418
0.598196782	0.354283956	1.608639641	7.699988245	17.70767321	8.521318289	1.152255727	2.483120395	0.017247904	0.107373553	7.011320732	8.71761583
4.88892456	5.237292723	0.757225783	2.330495931	14.09762821	11.01916451	0.531109743	0.127965953	0.236559345	0.133528702	7.941012522	7.78064012
3.679242659	0.813973633	17.62897555	0.452001937	15.94058602	2.325937196	0.519984264	0.280680477	0.025615551	0.036190233	6.440530153	6.647705048
3.767505558	0.706816161	1.996698408	0.447012674	15.80091113	10.18768642	1.743093203	2.695648593	0.01395555	0.041865972	11.06133535	6.746982248
2.586079734	3.841030623	0.543920205	3.079885916	23.85309844	8.828737286	1.143512846	0.369748623	0.046545226	0.347806987	3.826850327	7.384484505
1.088490905	0.772330848	3.989057074	0.384907086	28.68516148	3.145767916	1.120208913	5.15739543	0.046085158	0.11958679	4.289170911	9.418301258
1.092227895	1.954959003	1.111467438	0.295987004	32.51557789	6.903229761	0.799010041	0.650482429	0.004106173	0.049143417	3.484113853	6.041092012
2.881659013	5.153193411	0.743125289	0.159354513	27.91564443	6.277801111	1.138505481	1.349862647	0.006655456	0.447558738	3.775621952	8.769148061
1.803096547	0.31566761	0.711589745	1.195947165	36.95288914	2.913011478	2.000004286	1.165566381	0.007417017	0.182341452	2.756861075	8.091761634
1.702019773	0.695728237	3.434745097	0.534553174	8.927657991	5.478727611	1.504127866	0.433613982	0.181860621	0.386820386	27.29997534	5.125273526
1.557545793	2.171393022	2.428971808	0.699858064	11.83255782	11.77773678	0.416318623	3.264349759	0.082480069	0.050438088	16.34862588	9.448229327
1.596453709	1.448975755	3.463533532	0.365880652	8.534413975	6.896039048	0.355070034	4.225700773	0.0046725	0.224005804	23.6079925	7.336870079
5.757416288	0.861156009	8.181181937	0.12010871	19.98315596	3.212323011	1.732556013	7.667828334	0.105393349	0.074236635	3.287134425	6.565261116
4.06832438	3.389693323	8.227463918	2.963716237	19.70145451	5.879721809	1.786492994	1.170177057	0.003950815	0.122808071	4.046294601	9.183824964
2.157978145	0.674051623	3.983247066	5.707822657	20.60937306	8.014028894	2.175932073	0.263209975	0.006258804	0.281482902	7.907533558	5.594079643
1.764012324	5.023609035	0.682094125	1.379409916	32.0685327	3.205448836	0.432482915	0.944826552	0.247781924	0.391633782	5.891255916	8.968286668
1.36388043	4.757067335	17.49182593	0.948532706	18.042995	5.655498299	0.858165298	0.482596292	0.034937109	0.26334288	2.350750849	8.117232856
0.836122674	0.649781474	3.335395142	3.615919275	35.75374692	4.000038117	0.805465304	1.439109269	0.008222399	0.149871858	2.852246277	8.610417078
0.724319295	3.759215936	3.351385386	0.254616883	8.926838601	12.01502322	0.594718851	0.157238372	0.069590688	0.094982667	23.65995165	7.837707226
0.886265859	1.913733427	2.165056898	0.906777235	30.42095656	3.719355472	0.557512849	9.930105379	0.250541768	0.422372107	2.455993343	8.301953668
0.696570794	0.290339383	15.48160787	0.190895115	19.64068156	12.46855148	0.449677087	0.81221079	0.012149423	0.581869187	3.788331115	7.441057388
1.441325879	0.723470523	4.0540972	5.092427297	19.77523525	12.72893254	1.390373345	1.212898961	0.152262154	0.338110608	8.445805971	7.49235483
7.910947498	1.630389266	0.640008108	0.16541556	16.54837086	6.779353827	1.004027043	0.60598984	0.168851097	0.64928428	20.65673629	5.037890664
3.781373854	1.63731746	5.494890357	1.044403867	32.94050881	4.733476788	0.526538238	0.891577888	0.091076995	0.364782901	5.344941567	8.82202501
2.449627183	1.124711663	20.30531202	0.389266189	17.56310522	11.08283584	0.52223252	1.077092138	0.141830117	0.238755916	2.35423977	8.434259704
3.749051541	4.7574151	1.22880622	4.704177842	32.11090311	7.312599344	0.452158645	0.197991734	0.026381993	0.271379612	2.682378891	6.773822059
0.596577258	1.435240184	0.479971839	12.15853458	25.89496526	8.673854396	2.464471364	0.791507055	0.005091694	0.078284964	5.185688274	7.636188748
0.556306638	7.428448167	11.99139299	2.520144691	10.04827779	7.561077793	1.498812132	5.553077707	0.005445125	0.300050035	10.89693231	9.30569408
1.581656991	0.4271811	24.44749165	1.0640411	16.58843135	3.250927582	2.32788409	0.180617757	0.092515792	0.629034945	7.877419489	9.307205231
1.17699997	0.783186457	3.577598199	0.436872545	23.52384831	9.650312411	1.271967802	0.166965167	0.268007808	0.042839635	18.82295621	7.215192767
0.911850598	6.369814203	0.458713016	7.161738308	32.0788255	8.156433467	0.8609527	0.985993598	0.011920458	0.058083107	3.851464845	7.089615244
5.25585151	0.486899436	2.211231579	0.126932405	12.51825534	4.435434379	2.046603513	3.726739916	0.063996561	0.428008571	29.66444176	8.476620078
1.504418604	2.068294018	7.560861464	11.44674436	21.74322855	8.382266896	1.889470268	0.570851883	0.061170516	0.173868462	5.688711891	8.214440297
4.881692721	1.304252268	4.659727816	0.152458635	41.51462915	3.121729823	1.996579208	0.486314279	0.009859773	0.036563459	3.589160885	6.308178055
3.052058671	0.769850625	1.443695853	1.007480136	36.91981976	13.06681685	1.849327444	0.268211658	0.014183284	0.054981333	3.811365423	7.482713078
3.834494003	1.519895735	8.283540416	8.83079568	17.78053268	3.886226308	1.138630445	0.345650043	0.138961153	0.54875714	16.04565762	7.914434294
4.539754996	0.818607454	3.152659674	10.85263693	17.52769375	9.075268513	2.476234779	3.65238976	0.003745849	0.353035345	9.932552382	5.872962833
10.0751769	4.30829906	1.47622934	2.551034017	19.7200575	7.720190077	1.192411976	2.030521054	0.093055262	0.078663004	13.53965762	5.675140704
2.226819444	0.447612495	1.089798585	2.527893067	16.16539593	6.081259329	0.520391619	1.616699775	0.114406199	0.563940354	31.91156308	6.41250038
5.213170982	0.334688488	4.301383726	1.057722844	29.93272146	13.25132341	2.360989611	0.385026841	0.003017563	0.261770111	6.482785933	6.786900706
1.724226005	1.186621811	1.449129938	0.318945427	13.63452288	5.715704755	1.693445719	4.168897776	0.020630675	0.3929531	33.72428492	7.704201581
2.34554626	1.180820653	29.34456381	0.797031519	21.05117131	3.497863272	1.165077701	1.545708148	0.006685721	0.060649785	3.168332221	6.596635523
12.38808553	3.26047464	9.860596842	0.723968754	24.97255015	6.284773814	1.451743772	0.712194237	0.058673465	0.150784782	4.431419556	7.491612558
1.245652845	2.865922668	2.563404188	1.013949349	21.14684181	5.258516991	1.912944844	2.704500071	0.003350399	0.071941083	26.54431785	6.380152832
1.421201623	1.000256209	6.527090757	5.292683968	20.91432203	3.831315948	1.47116288	0.404848677	0.011639367	0.339781995	24.27397622	7.317788496
4.329532412	1.723705731	12.03068368	1.306858934	19.50243231	3.316598469	0.746286069	2.944732458	0.243026666	0.236555257	19.47761368	6.7965147
5.4772435	1.380369431	1.900651889	0.122309211	23.83872241	11.01445835	0.904508633	1.899722729	0.067161217	0.048682226	19.56483648	7.200003669
2.215809439	1.304920703	19.30418103	4.427554881	12.40257777	3.270807993	0.905531608	1.054211293	0.016534779	0.102652859	21.83400074	5.146130611
2.493432893	0.894630341	1.885936296	7.861336952	22.28284741	19.57089923	0.702381099	0.964840259	0.003504526	0.083101284	10.12114696	8.080736498
1.141906262	5.855404325	7.009702703	11.22964437	18.64040297	4.211219902	1.581302697	3.920657732	0.017146365	0.52669886	13.26397759	5.66818405
15.83245195	4.480323824	6.989364449	0.121561199	23.13253034	8.168172936	0.958214116	0.19130702	0.005925356	0.487421148	7.198205026	8.32297434
1.425663568	2.909479213	8.824630661	0.485190687	28.31732495	14.46970506	0.912564911	4.953833434	0.00884481	0.311597726	6.598930341	8.470389869
10.75016492	0.452406683	26.73505076	0.701527292	19.77146923	4.088124925	0.766216584	1.398795568	0.032630712	0.240037425	4.612316856	6.018325454
1.928631952	1.331117094	19.27761448	1.56579998	33.26292969	3.291518179	0.908476166	2.325635961	0.170354261	0.362908485	5.184271131	5.878645648
4.530366454	1.501377646	0.716838556	0.676194784	23.21280993	6.783866122	0.842932804	0.276100699	0.068527943	0.102595004	30.96498471	9.132893573
0.848955166	0.420949013	16.24263778	2.387985669	30.57961529	5.767475433	3.010111763	0.995828156	0.035796787	0.152123865	9.933546131	5.670500367
4.109354972	0.401940421	5.36841254	1.57293398	45.12094876	8.689856034	2.372937521	0.368211083	0.00369947	0.050361092	2.774894437	8.039723095
7.019473958	0.345974861	8.96036418	0.631241538	40.70262319	7.49168284	1.555106873	0.364643448	0.00777609	0.397895395	3.491031879	8.984715213
1.50361256	0.397015696	1.471347169	3.804544813	32.10096957	8.155675132	0.994731754	12.68545132	0.074827603	0.095821411	9.874817513	7.760793123
4.487157646	0.413656399	8.079440758	1.706358381	16.82651393	4.781460695	1.52427529	1.501941276	0.158982497	0.069614244	33.78352097	6.757890653
0.899901838	0.322437777	6.767794543	3.264125732	42.22865126	7.269458448	1.187889913	0.619693619	0.056166359	0.564374859	10.36923461	9.453279508
3.355623383	0.56822143	0.486383668	5.848157968	26.71707925	12.87195339	2.879371559	11.79237926	0.016535042	0.210514974	8.804533587	5.549059446
5.010208911	0.9455153	19.16591149	0.577528738	24.76952553	5.27786873	2.017326981	5.770000623	0.005549936	0.13021442	9.955237502	7.900250423
13.19720716	1.179745775	9.368917272	3.462636765	27.07169624	7.124675368	1.985097421	0.247924711	0.005412041	0.203289181	9.834566206	6.369665613
3.466791978	5.090002079	3.093086988	3.708582852	30.50327657	20.28395268	1.185970652	2.350266814	0.002951988	0.136346875	5.692982676	6.998502189
0.818292912	1.579723994	6.409471804	3.133312933	14.64686783	4.806697978	2.333900768	10.00136329	0.128001901	0.290294655	31.54922511	6.163727326
3.420326153	3.64765643	24.59375991	3.069261379	25.53056553	5.099139478	0.877688944	2.496276962	0.027401823	0.264795619	7.358933636	7.151431855
13.50987034	0.719650202	0.885070787	0.173070151	31.96593553	6.054895139	0.918507245	3.50912498	0.172110747	0.327683647	18.99755657	5.286596807
3.723944475	0.540809588	7.79257798	0.990478932	13.93950524	14.34343793	2.117248078	0.763225715	0.099649172	0.058747063	33.6641783	8.26713099
12.66602582	1.903956756	1.458224908	0.142729184	44.37128652	7.167872786	2.327054998	1.336614566	0.063265273	0.623911732	10.17011543	7.160820925
6.638281508	5.493921351	25.29845653	11.20971668	17.6381428	3.816873358	4.037174375	4.393444318	0.003878105	0.237486493	4.056484295	6.094823279
2.198806078	0.41708015	15.2500798	2.756575366	48.7455739	4.518895151	1.981013557	1.156376527	0.005088818	0.170246745	6.915003408	7.369247996
20.18132826	0.907699515	7.341276369	0.786967266	38.0459143	6.243674495	1.034130982	4.147019871	0.156292901	0.068265506	8.635982043	5.483196085
1.589650828	0.811318893	1.931091045	0.745575319	24.61696317	5.558217955	2.059605358	3.808757104	0.043481249	0.075136997	46.58358948	6.119514506
1.236283797	2.043305463	0.499993729	9.111986634	21.07833349	20.93118727	0.979221121	0.291814576	0.006084731	0.180250404	33.25108714	8.766916169
9.661513288	3.8742283	5.44337109	0.835783451	21.01354158	22.24114441	2.441371359	0.230284006	0.215456196	0.550658817	23.51793242	7.626744248
13.04477195	1.742114414	2.669341937	9.256383182	34.51122282	14.61576618	1.883813951	1.135648346	0.007624048	0.102335663	11.24035825	8.359279653
6.474081333	0.292491204	22.86121303	0.160057829	28.4879942	5.487887702	3.989485951	4.863226076	0.010354511	0.289496259	17.61672021	9.154453609
4.945077412	1.593536635	44.16044133	0.471886731	22.65105694	9.015029009	1.427060884	0.381751168	0.095346937	0.234665378	5.920633242	5.501303297
7.494460645	0.96792455	7.940738967	0.418034481	37.05999568	25.32573137	3.909996312	1.20802533	0.004174269	1.061480628	5.789417662	8.463085458
5.765582403	1.474630647	13.71906685	0.529073677	16.33868505	18.59186036	2.012383461	4.184634179	0.198144699	0.08658275	28.7100576	5.606259505
3.439956086	5.308438028	0.934827704	0.48601181	48.38548127	15.81989154	1.33030326	2.092410053	0.039385981	0.185033188	15.71727983	8.911958482
1.162579344	6.147270414	1.030721851	0.189057621	45.08468031	15.81097221	1.901431189	9.471161589	0.016200572	0.078448937	13.00295851	6.577020853
24.51618334	4.139570532	1.355623476	0.134671027	32.70289544	17.88991281	2.625406403	3.164836299	0.016150817	0.210841878	7.262594946	5.714149985
8.60388287	0.775951775	2.92121656	0.522452197	33.67061776	23.96013596	4.888199045	3.996208652	0.004743859	0.168006981	14.73739099	5.19675247
2.76812706	4.095252338	2.272411838	0.328333791	27.26296121	7.269843932	2.276175395	0.728833945	0.015039041	0.631018773	50.54791995	5.777391526
8.12972574	5.939825535	16.0165589	1.138933527	28.71999898	5.977500583	1.403532371	6.350889852	0.00298029	0.910934742	24.16117278	6.980397384
2.154160691	0.638238924	0.587957208	1.278896629	75.04623826	7.72799522	2.323263328	5.807458504	0.016953797	0.610871976	3.510648545	5.191161194
6.073964599	6.874823051	6.280623564	0.253076246	60.40661027	6.728766124	2.557527826	7.103018845	0.007650107	1.098809349	3.691755081	9.234501125
3.989653287	3.212178425	1.120529489	2.135987822	28.23731247	18.514966	6.477823153	16.76728584	0.048908838	0.24601283	20.64969019	6.923607464
2.663766335	7.146114015	3.992755969	4.563766385	58.86565256	9.355170071	1.802899903	2.587531	0.016920943	0.421749283	10.0941159	7.188525937
3.472260233	1.214140521	2.652828186	1.261697001	58.73579089	23.88291777	3.325906718	1.757719156	0.018181304	0.325300377	5.174209439	9.064461532
33.52411657	0.390318698	0.561152186	6.079984243	18.91990701	17.22874688	2.235432934	12.41243758	0.128649332	0.13170166	12.50740394	7.07010877
22.85353263	1.239223057	21.53887319	8.216162387	28.00927954	9.246770039	3.232594593	1.709017243	0.190572474	0.370762891	8.846013218	8.381001637
2.786052833	0.54405661	2.097984616	0.343725171	65.95295833	6.021559073	1.484475476	9.236966925	0.171708134	0.054887256	19.07358101	6.243462314
16.21967179	0.582552655	4.351456021	2.058452763	50.24935222	7.972370437	6.918563357	13.93937816	0.124093444	0.417954757	5.646598394	6.409746581
4.709385465	1.230294936	4.465713846	3.654098359	58.93699726	25.78057214	3.347085047	1.140756577	0.118190689	0.101029022	5.540270385	6.072145395
23.93589435	1.284065475	13.66338869	1.93413746	46.10890815	8.430364461	6.834208932	1.133206352	0.17822708	0.204678695	5.867897865	5.350069608
2.108131	0.337079296	25.34145927	0.223630402	34.40155675	29.52482565	6.160660717	5.357607254	0.130642789	0.098749375	6.017123983	9.138139775
9.880326999	0.552798827	2.103094776	6.360016081	35.5095133	22.8208646	1.34254866	23.02305726	0.005277996	0.429199519	8.184152921	8.161582558
11.49903795	5.137026489	0.621151958	8.759080171	45.30638785	21.09836264	3.892616353	6.792176238	0.185535821	0.119322308	7.152114071	9.331987829
27.31735964	5.115266469	0.860888842	3.15552848	46.58542034	10.45438587	6.799536259	4.84669716	0.136550593	1.046369422	4.579673583	6.040819321
5.703939151	1.644159513	10.24340465	4.163983916	70.20324044	6.877492371	4.092949182	1.934774738	0.007839189	0.514984474	5.704459484	6.307818226
4.301570272	2.051633525	2.141438281	0.166848507	19.96108701	25.16461606	6.037189946	3.675603694	0.00303133	0.209038789	47.64563659	6.208054094
3.260505635	6.425245951	25.76899888	1.143484152	54.0896623	14.58215125	1.749019404	1.490070411	0.005569848	0.350336625	4.401564022	6.823421496
15.97373054	3.827031145	12.74667657	7.224794877	26.37513215	12.67467633	6.126480357	14.76648262	0.002959301	0.318496099	14.11504189	5.382176607
20.80973173	0.966451228	9.472782852	10.20491277	42.2813022	17.46562841	7.284926189	0.839738896	0.004784622	0.273263676	4.714201068	6.885144285
10.12871956	1.727629259	6.804290624	3.852750097	33.82852534	9.050372477	7.543074548	5.829758724	0.066649139	0.379109359	37.12824406	6.179967929
15.77177451	1.763379161	21.09811832	1.029574457	25.06919736	7.357608034	8.434954598	17.74718458	0.295946398	0.539889275	17.98654505	6.497289013
1.73891662	0.325699741	0.931559633	12.29184216	69.49337	6.978040962	2.551720152	3.266249571	0.111485592	0.140592577	19.59304101	5.46894045
2.719726635	2.672538887	3.602817476	1.569466663	63.9982253	30.97018698	1.432310424	5.360352341	0.004508638	0.524057758	4.608009129	5.726903188
18.14148847	0.701547692	4.842601503	2.28013747	51.59222222	28.51807102	3.805492295	1.439623134	0.015063523	0.676794953	6.525695195	5.031956851
10.6982751	0.368580481	0.794075774	0.27405996	58.84149192	12.36695656	1.453544778	3.906414643	0.008077974	0.653557198	29.6592546	6.83280196
18.0547655	0.759432595	0.675480593	0.302331063	37.79580004	20.83365955	4.673209075	5.791876629	0.110377365	0.570933844	30.81410862	8.594313863
4.525586613	0.847363342	1.040992469	0.661028441	48.65513232	9.936739957	3.005970963	1.635417756	0.189531312	0.118842642	50.58818648	5.073736286
1.872567838	0.640771802	7.084049468	11.16470423	69.09601665	9.807221958	1.843924893	0.811024821	0.03692142	0.124365184	19.12835566	9.053848873
4.270649147	8.068203649	39.38553713	4.433472664	39.88600605	11.34770863	5.046450355	0.388495096	0.032969234	0.658456434	10.15382189	7.561901057
18.61763916	2.354038675	0.657125013	0.268751971	85.01117608	5.75111106	1.842786367	5.213664093	0.014927522	0.329051116	3.700903504	5.659817251
25.14169115	0.378924659	8.695042304	2.522620442	29.16919047	35.87387893	6.585351851	4.577541312	0.119849446	0.416154273	10.56231337	9.26428693
3.95069445	0.577563196	3.425834141	0.962582342	38.73081452	11.07850628	4.424383051	1.397582206	0.016028166	0.419325773	59.0925284	9.442850278
6.312911897	0.293607979	29.85521217	2.830954483	38.26745257	20.05351111	4.150197927	0.399329338	0.127904427	0.242574549	26.00010221	7.912907234
4.956021593	5.225054811	3.835143394	0.501695117	22.5334255	6.007996072	5.845983528	22.88278415	0.016264088	0.130735926	56.84758594	5.959402271
18.28682423	1.36823823	27.5152769	5.233995759	37.12918543	12.98559558	4.439052593	4.292371528	0.157195729	1.354956866	17.52948944	7.815462821
11.83578195	1.430966478	16.60259999	0.103596523	33.39144039	11.0311405	1.625785037	0.329423254	0.042953214	0.899250279	53.3885967	7.398154364
35.37811024	0.683000271	3.055279467	7.34165402	30.6640637	31.44876035	8.007146559	3.212571634	0.047287157	0.43657229	11.09308234	5.537296588
15.93188263	2.031722779	2.039034634	3.618711338	23.9893913	6.356660671	2.786946485	26.50285316	0.193329221	1.076613683	47.86248103	7.548542717
33.09118896	1.963282959	30.23175802	2.078704371	26.37690252	20.5864213	9.260166758	3.158679333	0.005792148	0.939068542	5.102118359	5.886899763
30.24312563	6.549338914	6.759326586	6.104556334	36.72882324	27.89172115	2.829844653	0.855479348	0.216246571	0.072557804	15.59232174	8.303350032
6.786529793	0.721884697	1.494251367	0.125338269	65.82880564	25.61382127	4.910643585	0.923013988	0.063098629	0.37567078	27.96833265	9.070782199
6.321147847	1.16828269	1.794208086	1.032232227	55.92656301	38.15909258	8.810071833	11.44765948	0.041503295	0.329571825	9.935262158	9.363036058
6.702009112	0.342856142	1.115788442	10.1064109	53.48314278	18.44528751	3.342146542	24.31790393	0.113802285	1.025168523	20.86583954	5.659277197
3.112171549	1.388654513	7.683259416	5.290973034	40.80290716	15.44782247	1.959475402	0.367793143	0.006126413	0.498119283	64.41832958	5.835058966
12.50269226	0.471272301	7.058325087	1.214892319	54.32759877	11.30536149	6.706248333	0.839283535	0.129119884	1.248739912	46.74453526	5.407882468
15.33788967	3.671056436	0.773394273	10.28285126	31.1752669	16.23638616	2.325592233	9.091281441	0.010780662	0.154924608	53.60391171	8.512849387
10.02382236	1.538771379	4.00441897	0.137587862	81.60984632	16.78634366	5.919842591	14.22208229	0.074553154	0.187423393	8.485323403	6.660607792
33.17066967	0.993843772	1.756065278	7.580314137	27.47714918	30.52752193	6.938593865	28.72395956	0.047250415	0.655304551	7.137921973	6.168720915
10.06209568	4.450843855	2.304357869	0.211766747	89.61717357	9.592202846	8.918358255	11.30178194	0.015618527	0.16288083	11.47628453	7.042734656
26.90096682	0.401496756	1.342183512	4.506513313	43.60285183	31.51091423	10.05043153	12.89508674	0.0340098	0.187106332	16.97580509	5.798875161
8.901982979	0.91979668	8.016057969	1.152299193	64.151811	8.628602598	11.84949465	3.359492596	0.0228928	1.09376065	40.83534218	6.932215403
3.180083228	0.598525537	26.85492316	0.324747116	44.95243781	18.65485382	4.120962358	0.779480531	0.005546434	0.342805153	49.30837272	9.419715844
16.84595126	0.86796164	10.45720685	0.508764966	47.25859269	19.21120579	11.809717	28.26619806	0.03447851	0.11179262	17.17429083	7.361454068
49.65559908	0.51259417	5.043432343	0.484448125	61.54519199	8.014262051	9.149594653	14.35245593	0.005379467	0.191871081	5.676690993	5.683024797
3.70117088	2.659240813	1.624172991	0.52566765	88.8121848	29.85691102	4.031283004	10.65625784	0.01773106	0.586689191	12.9833825	8.99792421
3.991146975	6.983604018	48.37939596	0.285585982	40.37272999	12.13087606	13.00430523	5.542985231	0.020602801	0.074009954	25.70470007	8.1217644
5.086398728	6.056926351	5.424157999	4.205649603	39.66487305	24.01643063	9.591567355	0.702031028	0.026461408	0.079534081	62.68911966	7.575480636
6.784902775	4.080373365	37.66900572	0.384473059	28.34422973	19.56269817	5.232964929	2.318803361	0.084661959	0.872090882	54.32611935	7.866679897
3.322730426	6.033915828	4.421062222	0.154376635	81.2928523	30.57202103	2.786147203	0.445786358	0.013300217	0.100488125	33.18742831	6.442213142
28.06158381	5.417448108	5.95730409	1.688425881	56.32857555	10.40324376	9.717996384	2.915486218	0.019777327	0.311070543	41.96477179	7.692889704
3.745724826	1.804401125	2.297088373	0.449028728	65.87392444	27.65391258	6.468932922	2.782126694	0.017117163	0.114741751	56.57465198	5.185675114
13.03882421	4.175557277	1.417827494	0.922649771	67.49154864	52.44497853	11.55305804	6.700145636	0.067966538	0.247234073	13.94816019	7.895934714
21.62424844	0.52390982	23.33309553	2.823838475	46.62821233	47.98092672	13.84566429	2.578500759	0.102955461	0.09420979	13.01953484	7.623344718
6.93136547	4.264711049	29.40516431	8.418892442	79.18866164	8.011444756	5.437145688	1.531764807	0.017159103	0.332380987	29.85474578	5.523552381
5.235105552	2.986178409	13.25342115	3.585606992	87.470113	32.61083524	3.262719693	1.592518923	0.010320384	0.186795687	24.08676179	8.691886712
4.705995255	0.714259886	7.536984112	0.107281613	87.41191794	13.64610885	8.765327986	0.765643196	0.085894543	0.290372547	52.12900306	6.003393128
6.949143519	4.134492015	5.260304403	0.371597177	105.5680171	13.51456038	12.86227191	17.29484145	0.12689014	0.257812711	11.68940348	6.444571896
7.444045727	3.196943963	23.7352654	0.176352136	51.91705803	51.53321529	15.62844369	15.48387479	0.002980743	0.116353942	9.137291886	7.536552386
46.00434054	1.310687682	0.97084549	0.587855833	66.77151601	15.55146464	11.85457447	23.63643164	0.275245266	0.550735103	11.02206427	8.965945672
37.10609609	6.733405776	1.82736773	0.621045452	46.46656177	9.572735444	8.812513236	9.081072604	0.178533068	0.491408161	58.59764821	8.376714623
6.964510477	1.619019223	10.86009247	0.332253803	68.74107858	40.18440331	8.679463967	28.32058464	0.136664983	0.840495775	13.42884746	6.811307246
22.43528641	0.516280535	14.04527737	0.483894628	62.57821658	30.85807528	11.61705953	14.97477303	0.168259792	1.623438481	21.20990434	5.752770332
12.546526	5.424251416	1.628371759	1.015626356	128.5524326	15.46658935	4.283185796	1.188215588	0.006779612	0.273968525	10.20344725	9.387855273
13.6012808	0.454824228	0.897111753	1.394685866	106.3075626	36.20354794	3.94721535	0.979236039	0.123767427	1.127128467	21.27011197	5.495693483
62.08626185	1.784215601	0.735260055	0.888130531	59.07947873	23.95748264	7.248894344	1.83560316	0.009881571	0.895344103	28.16569066	9.220211615
11.48563725	7.728680528	24.50735004	1.043527686	97.74958799	12.97599721	18.27659998	6.684105865	0.03361822	1.492952967	6.450006542	7.184908937
16.23560835	2.426036768	6.236104347	2.015557316	90.62032704	50.88344518	13.02797269	0.893153493	0.017937554	0.649985081	5.444042286	5.729554588
15.17383231	1.941194743	0.811121851	4.02981706	68.73301649	34.85979299	7.520483032	32.1456205	0.111892334	0.355099837	25.23238405	5.111979355
21.98146803	2.066094745	20.02963505	2.109939109	79.27440489	10.63294683	8.757034217	2.041652948	0.073903947	0.591834158	46.45530814	8.929339497
15.98916727	0.864031929	52.78865309	0.212338843	76.05821063	10.42626287	12.05855574	1.825535449	0.004289193	1.17873502	25.58244137	7.145822372
5.733198497	0.47329058	2.073815409	0.743188969	95.33902689	10.60995378	15.24989463	0.712507762	0.005452519	0.420333973	66.07608238	7.639250487
25.55885766	2.565040762	3.347719176	0.621771897	69.55717132	52.36710904	18.42169063	10.39512687	0.018152051	0.332008118	16.55603337	8.763777192
4.333815485	3.308629432	0.660303877	0.583401013	104.3300907	50.3767243	3.579907016	1.858172668	0.014817306	0.288760408	33.69387993	7.195724095
5.976288524	6.05688007	27.07093662	3.050128345	66.74631656	49.97624133	6.071934827	23.09515446	0.195599245	1.239045135	15.63411421	7.586850317
12.71408542	8.513399482	14.20648773	0.334174067	48.63706659	47.1216175	5.882184384	4.874793383	0.169750265	1.143110475	62.52920289	7.532026787
12.26804307	0.827501737	8.481265806	0.132350188	83.7064821	47.64557109	21.44694378	8.85215632	0.186659654	0.163685317	22.74088805	7.24850375
42.48228706	1.871134435	21.58762893	3.420122331	83.08852601	37.4175044	8.696718084	3.183375745	0.005737726	0.110677333	6.405490442	6.393998943
11.02410173	1.96979077	2.502613504	2.201865354	53.2913284	28.29090013	9.543544442	1.269994978	0.030204319	0.085096715	98.80653801	6.933868862
34.95881801	1.10725735	8.262463922	0.124173334	97.15558012	27.50640478	12.26529529	0.790349739	0.057760004	1.125329592	26.458301	6.978615126
44.80660989	0.389645142	1.02330957	7.974748313	69.84886622	22.85236841	4.181243911	9.194496352	0.150061628	0.783277726	51.7078433	5.964138695
65.48820138	0.440538578	46.01155049	0.373586166	73.76219553	10.71333763	4.33356874	5.740539609	0.285463622	0.650154617	5.264981007	7.242694852
89.17509947	0.431059184	0.971525019	0.960939869	72.49989066	11.43844324	22.70225095	1.011657051	0.100571913	0.083764888	15.96684054	7.527252221
87.83478919	7.980626172	0.989841596	0.201191684	89.83539485	12.34714511	3.698969703	2.655571291	0.116912267	0.202126882	11.40801164	6.288193893
10.34276231	8.4081796	1.887223292	1.161922127	109.6884072	18.95482989	14.41694966	26.87742518	0.002756837	0.433036329	26.28884908	7.189253626
29.76816543	1.083233947	20.30662372	7.053747025	73.4690803	61.7778171	6.355613686	7.860407085	0.004008885	0.283333512	10.74895719	8.109790958
92.82214923	1.960684608	1.04670492	10.13781061	61.24532227	33.41946195	7.169452632	2.806190964	0.002772154	0.528526696	11.3474877	6.543919847
77.05954446	0.642628256	1.968442773	0.32308426	100.018465	12.15737218	4.752802609	2.217460498	0.008428615	0.499552	23.99178672	8.000238057
25.54084923	0.990214168	1.397760229	8.464799026	107.8930713	18.02614667	16.29120588	1.957327869	0.026674529	0.375604299	42.86444401	8.249441607
12.38261274	2.915291639	6.574448448	1.626150137	137.0331072	14.05860001	12.14157982	2.756116127	0.131351513	0.394861406	36.12573372	5.337714789
30.60116469	2.504070816	22.92367454	0.588873128	128.544204	12.81142436	6.953853941	7.437034528	0.002818204	1.218645044	13.38837635	5.836588223
6.305537118	0.312832816	0.934716301	9.73094478	112.4799942	36.653062	5.479835468	25.3166432	0.08572894	0.298846298	33.23593895	7.82489868
8.037940189	4.098791755	1.932574663	9.745180756	143.1651773	13.39494321	7.032929621	13.30491707	0.034585181	1.280337084	29.91540144	7.566231925
